0	0
10000	1
20000	3
30000	3
40000	5
50000	7
60000	9
70000	10
80000	15
90000	14
100000	18
110000	20
120000	22
130000	24
140000	26
150000	29
160000	30
170000	30
180000	35
190000	34
200000	37
210000	37
220000	39
230000	44
240000	42
250000	46
260000	44
270000	45
280000	47
290000	52
300000	53
310000	57
320000	58
330000	60
340000	62
350000	60
360000	59
370000	67
380000	68
390000	68
400000	72
410000	74
420000	76
430000	76
440000	78
450000	75
460000	76
470000	79
480000	81
490000	87
500000	87
510000	89
520000	88
530000	85
540000	95
550000	97
560000	102
570000	104
580000	97
590000	98
600000	107
610000	97
620000	114
630000	115
640000	115
650000	118
660000	120
670000	121
680000	124
690000	124
700000	124
710000	125
720000	128
730000	129
740000	131
750000	132
760000	132
770000	135
780000	138
790000	138
800000	143
810000	140
820000	142
830000	145
840000	135
850000	135
860000	144
870000	153
880000	142
890000	148
900000	147
910000	150
920000	157
930000	162
940000	161
950000	164
960000	162
970000	160
980000	155
990000	158
1000000	167
1010000	176
1020000	174
1030000	175
1040000	183
1050000	174
1060000	185
1070000	189
1080000	189
1090000	192
1100000	179
1110000	182
1120000	183
1130000	199
1140000	202
1150000	202
1160000	197
1170000	189
1180000	186
1190000	189
1200000	197
1210000	212
1220000	216
1230000	216
1240000	215
1250000	212
1260000	218
1270000	201
1280000	222
1290000	210
1300000	221
1310000	217
1320000	218
1330000	214
1340000	217
1350000	238
1360000	234
1370000	244
1380000	238
1390000	241
1400000	237
1410000	228
1420000	241
1430000	246
1440000	241
1450000	254
1460000	250
1470000	253
1480000	239
1490000	261
1500000	257
1510000	266
1520000	268
1530000	266
1540000	264
1550000	268
1560000	271
1570000	273
1580000	276
1590000	276
1600000	278
1610000	277
1620000	286
1630000	284
1640000	262
1650000	262
1660000	266
1670000	278
1680000	284
1690000	271
1700000	281
1710000	293
1720000	294
1730000	301
1740000	290
1750000	284
1760000	285
1770000	282
1780000	288
1790000	287
1800000	285
1810000	288
1820000	290
1830000	302
1840000	313
1850000	303
1860000	327
1870000	323
1880000	331
1890000	302
1900000	323
1910000	308
1920000	334
1930000	308
1940000	311
1950000	345
1960000	345
1970000	344
1980000	343
1990000	336
2000000	329
2010000	341
2020000	354
2030000	354
2040000	344
2050000	329
2060000	353
2070000	362
2080000	347
2090000	363
2100000	347
2110000	366
2120000	362
2130000	367
2140000	356
2150000	382
2160000	355
2170000	371
2180000	377
2190000	379
2200000	377
2210000	381
2220000	394
2230000	383
2240000	387
2250000	376
2260000	390
2270000	391
2280000	391
2290000	384
2300000	374
2310000	401
2320000	401
2330000	423
2340000	396
2350000	305
2360000	306
2370000	311
2380000	309
2390000	301
2400000	288
2410000	291
2420000	297
2430000	297
2440000	301
