0	0
10000	1
20000	2
30000	3
40000	5
50000	7
60000	10
70000	13
80000	15
90000	16
100000	19
110000	21
120000	21
130000	26
140000	26
150000	27
160000	31
170000	33
180000	33
190000	37
200000	36
210000	41
220000	42
230000	43
240000	42
250000	45
260000	46
270000	47
280000	51
290000	55
300000	55
310000	58
320000	57
330000	57
340000	58
350000	59
360000	60
370000	69
380000	67
390000	66
400000	71
410000	71
420000	77
430000	79
440000	84
450000	80
460000	79
470000	88
480000	87
490000	80
500000	85
510000	95
520000	90
530000	99
540000	96
550000	94
560000	95
570000	102
580000	99
590000	99
600000	101
610000	105
620000	114
630000	110
640000	106
650000	116
660000	112
670000	111
680000	117
690000	126
700000	126
710000	128
720000	130
730000	131
740000	130
750000	124
760000	130
770000	137
780000	139
790000	146
800000	147
810000	148
820000	146
830000	148
840000	140
850000	149
860000	143
870000	146
880000	148
890000	161
900000	165
910000	165
920000	167
930000	167
940000	169
950000	175
960000	177
970000	176
980000	177
990000	179
1000000	173
1010000	170
1020000	187
1030000	184
1040000	184
1050000	189
1060000	189
1070000	197
1080000	197
1090000	196
1100000	197
1110000	196
1120000	186
1130000	201
1140000	202
1150000	202
1160000	209
1170000	202
1180000	210
1190000	208
1200000	218
1210000	201
1220000	202
1230000	222
1240000	215
1250000	208
1260000	224
1270000	210
1280000	212
1290000	231
1300000	230
1310000	227
1320000	244
1330000	246
1340000	242
1350000	245
1360000	250
1370000	250
1380000	242
1390000	238
1400000	260
1410000	260
1420000	260
1430000	262
1440000	265
1450000	268
1460000	265
1470000	256
1480000	260
1490000	254
1500000	252
1510000	277
1520000	266
1530000	271
1540000	282
1550000	285
1560000	260
1570000	261
1580000	284
1590000	285
1600000	290
1610000	291
1620000	283
1630000	275
1640000	299
1650000	298
1660000	296
1670000	283
1680000	304
1690000	287
1700000	294
1710000	305
1720000	286
1730000	318
1740000	308
1750000	305
1760000	313
1770000	315
1780000	324
1790000	313
1800000	321
1810000	332
1820000	312
1830000	324
1840000	333
1850000	334
1860000	340
1870000	380
1880000	251
1890000	252
1900000	258
1910000	256
1920000	238
1930000	240
1940000	246
1950000	249
1960000	248
1970000	246
1980000	248
1990000	253
2000000	250
2010000	258
2020000	258
2030000	261
2040000	266
2050000	263
2060000	267
2070000	270
2080000	273
2090000	260
2100000	261
2110000	257
2120000	258
2130000	273
2140000	286
2150000	279
2160000	275
2170000	291
2180000	281
