10000	1
20000	2
30000	3
40000	4
50000	4
60000	6
70000	7
80000	8
90000	9
100000	10
110000	12
120000	12
130000	14
140000	14
150000	16
160000	17
170000	18
180000	19
190000	21
200000	21
210000	23
220000	24
230000	24
240000	26
250000	27
260000	29
270000	29
280000	31
290000	33
300000	38
310000	40
320000	41
330000	42
340000	45
350000	44
360000	47
370000	52
380000	52
390000	51
400000	52
410000	54
420000	53
430000	58
440000	57
450000	59
460000	59
470000	61
480000	63
490000	64
500000	68
510000	69
520000	69
530000	69
540000	71
550000	72
560000	74
570000	74
580000	76
590000	77
600000	80
610000	81
620000	85
630000	85
640000	83
650000	87
660000	91
670000	90
680000	90
690000	91
700000	92
710000	98
720000	97
730000	102
740000	99
750000	102
760000	101
770000	100
780000	102
790000	103
800000	115
810000	159
820000	169
830000	171
840000	163
850000	146
860000	168
870000	180
880000	150
890000	151
900000	153
910000	156
920000	177
930000	164
940000	160
950000	163
960000	175
970000	223
980000	247
990000	217
1000000	183
1010000	171
1020000	184
1030000	203
1040000	200
1050000	207
1060000	189
1070000	185
1080000	181
1090000	207
1100000	189
1110000	199
